,Review,Rating,hotel_name
9096,"Location is in the heart of city. Facilities like
WiFi, Tea maker available. The rooms are enough large and clean. Madgaon railway station is within 2. Kms and Colva Beach is about 6. Kms from hotel. Overall hotel is
Excellent and value for money.",5,Goa Woodlands Hotel
9097,"It was nice experience at Woodland. Value for money, food is good specially complimentary breakfast, friendly staff and good service. The only disadvantage is natural location. Its near to market and railway .",4,Goa Woodlands Hotel
9098,"Eveything was nice, well room service, food quality was good, nice cooperation from staff.",4,Goa Woodlands Hotel
9099,Feel hi nahi hua ghar se bahar hai Very nice stay as home,4,Goa Woodlands Hotel
9100,"The Hotel was very good, neat and clean.",4,Goa Woodlands Hotel
9101,Stay was very excelent with good hospitality and the food in restaurant was tasty and delicious. Made our stay a very comfort and memorable for these 4 days.,5,Goa Woodlands Hotel
9102,Excellent value for money... Or should I say more than value for money... Room was big... Suite like... All amenities perfect... Great vegetarian restaurant and bakery... Definitely worth staying again. Location is central in Margao.,5,Goa Woodlands Hotel
9103,"Food and location is good, room should have more lighting.
Hotel is very good for business travelers, it's is close to most of the places.",4,Goa Woodlands Hotel
9104,Nice rooms. Nice room view. Nice food. Nice location. Have all the facilities. Clean room. Good services. Veg and non veg food both are nice. Can book a cab to the airport and a bus for site seeing. Nice place.,5,Goa Woodlands Hotel
9105,"It was a great experience staying at Woodland hotel. The hotel is near to Margon railway station about 3 km. They serve good food. Near by ATMs of ICIC and is available to get cash.
The bike riders have charged 50 Rs to ride me from station to Hotel. The airport drop was expensive. The driver has charged me 900 Rs. The actual rate is 650 as required outside. So please avoided taking taxi from Hotel, better to book out side with negotiable rate.
Thanks",4,Goa Woodlands Hotel
9106,We got complete rest after a tiresome travel and could get ready for our next journey,5,Goa Woodlands Hotel
9107,"Nice hotel. Resident property. Near the beach. Good for family traveller.
Nice hotel. Good property. Near the railway station. Good for family traveller.",5,Goa Woodlands Hotel
9108,"It is overall nice experience! Nice stay, cleaning is nice! appreciated the stay! if swimming pool facility is there it will be very nice to see, they should start it! Good staff! Very approachable to market. More important suggestion is they should start the facility to pick and drop and also in night time, they should able to pick at any time from any point in Goa. For example, hotel is in Margaon and we planned to celebrate new year at Calangute! but we came back because to get taxi service at that time is very difficult in Goa. Hotel must start there own taxi service on demand!",4,Goa Woodlands Hotel
9109,Pleasant stay at Wooodlands Hotel with very good tasty food. Rooms are clean and house keep is excellent. My most preferred choice for business staff in south Goa. Hotel is a value for money.,4,Goa Woodlands Hotel
9110,Located near Madgaon Railway Station.Very neat and clean. Courteous staff. Room service was good. Restaurant was good. Value for money.,4,Goa Woodlands Hotel
9111,Arrangement/help extended by the hotel in getting a car on rent without any security deposit was quite beyond my expectation. I used the car to my satisfaction by retaining throughout the period of stay.,4,Goa Woodlands Hotel
9112,"The Front office is excellent
The staff and services were good
Rooms were neat and clean
Complimentary breakfast was delicious
A true value for money hotel in Goa
Will surely visit again
Thanks Goa Woodlands.",5,Goa Woodlands Hotel
9113,It was a very nice visit. Loved it.,5,Goa Woodlands Hotel
9114,Nice staff and management. Rooms are cleaned and nice.,5,Goa Woodlands Hotel
9115,Very good hotel in Goa. Nice people in reception and restaurants. Enjoyed my stay for 2 days. I would suggest its worth for money. It's in south Goa they provide and guide to tourism buses and local transport.,5,Goa Woodlands Hotel
9116,The hotel is situated at a good location with the bus stand at a walkable distance. The Margao market is also in the vicinity. Very helpful service had been provided and rooms are welcoming. The WiFi connectivity served problems and must be improved. Overall a good stay.,3,Goa Woodlands Hotel
9117,"Excellent location, have been staying here since 7-8 years. Staff is good. They need to improve their breakfast, in terms of variety, quality is good though.",4,Goa Woodlands Hotel
9118,"We really enjoyed our stay at this hotel on 21st February 2017, this was our 2nd stay in the Hotel The rooms are spacious and clean. Staff was cooperative too. Food was average and Location is an added advantage for the Hotel as its around 2. 5 Km far from railway station and in the walk-able distance from service bus stand. Our only bad experience was booking taxi directly from hotel in our first visit. Which coasted us more than a flight ticket.",3,Goa Woodlands Hotel
9119,Good,4,Goa Woodlands Hotel
9120,Rooms are great and value for money. Good food and support staff. Ideal for family vacation.,5,Goa Woodlands Hotel
9121,"If you're looking for a budget hotel with a great location in Madgaon (Goa), then Goa Woodlads Hotel is your answer. It's a minute's walk away from the municipality square - where all the shops & restaurants are situated. The city bus stand / autorickshaw stand is also just next to the hotel. The hotel has a very nice restaurant serving all meals. Buffet breakfast is pretty low-key, but sufficient, with made-to-order omelettes. The hotel also has its own bakey outlet on the front side. Rooms are really large, clean & functional. AC, water heater worked very well in lour room. The daily cleaning / housekeeping in the rooms was also good, although there always were uncleared plates from room service lying in the passageways for hours & hours. Staff were OK, but always a bit grumpy. They hardly ever served with a smile. Yet, the next time I'm in Madgaon, I'll surely stay there again.",4,Goa Woodlands Hotel
9122,"This is a good hotel in this price range, location is good, and so that staff, food is also OK, hotel needs a carpenter for maintain their doors, and windows, other than doors issue every things are looking good",4,Goa Woodlands Hotel
9123,Nice hotel. Nice experience. Nice behaviour. All things are awesome. Just loved it.,5,Goa Woodlands Hotel
9124,Stay was excellent with good food quality. Swrvice was cast and upto mark can recommend to my colleagues and friends.,5,Goa Woodlands Hotel
9125,The hotel is in a convenient location. A lot of restaurants nearby with pure vegetarian and non vegetarian options. Old bus stand is stone throw distance and you can get busses. Hotel is clean and tidy. Service is customer centric. Breakfast is very good even though the choice is limited. Staff is very helpful. Rooms are spacious and well furnished. Value for money for the deal I got from MakeMyTrip. Strongly recommend for families and business trips.,5,Goa Woodlands Hotel
